"□ 본 서비스에서 제공하는 정보는 법적인 효력이 없으므로 참고용으로만 활용하시기 바랍니다."
"□ 신고정보가 실시간 변경, 해제되어 제공시점에 따라 공개건수 및 내용이 상이할 수 있는 점 참고하시기 바랍니다."
"□ 본 자료는 계약일 기준입니다. (※ 7월 계약, 8월 신고건 → 7월 거래건으로  제공)"
"□ 통계자료 활용시에는 수치가 왜곡될 수 있으니 참고자료로만 활용하시기  바라며,  외부 공개시에는 반드시 신고일 기준으로 집계되는 공식통계를 이용하여 주시기 바랍니다."
""
"* 국토교통부 실거래가 공개시스템의 궁금하신 점이나 문의사항은 콜센터 1533-2949로 연락 주시기 바랍니다."
"□ 검색조건"
"계약일자 : 2026-06-01 ~ 2026-06-30"
"실거래구분 : 단독다가구(전월세)"
"주소구분 : 지번주소"
"시도 : 전체"
"시군구 : 전체"
"읍면동 : 전체"
"면적 : 전체"
"금액선택 : 전체"
"NO","시군구","번지","도로조건","계약면적(㎡)","전월세구분","계약년월","계약일","보증금(만원)","월세금(만원)","건축년도","도로명","계약기간","계약구분","갱신요구권 사용","종전계약 보증금(만원)","종전계약 월세(만원)","주택유형"
"407","서울특별시 노원구 상계동","1**","8m미만","94.14","전세","202606","26","17,850","0","","한글비석로44가길","202606~202806","갱신","사용","17,000","0","단독다가구"
"408","서울특별시 광진구 구의동","2**","8m미만","43.00","월세","202606","26","5,000","50","1997","자양로32길","202606~202806","갱신","-","20,000","0","단독다가구"
"409","서울특별시 동작구 대방동","3**","12m미만","46.00","월세","202606","25","20,000","35","2008","알마타길","202607~202807","갱신","사용","20,000","30","단독다가구"
"410","경기도 수원시 권선구 세류동","5**","12m미만","30.30","전세","202606","25","7,000","0","1979","덕영대로1076번길","202607~202807","갱신","-","7,000","0","단독다가구"
"411","충청북도 청주시 흥덕구 오송읍 봉산리","1***","12m미만","20.42","월세","202606","25","300","39","2020","봉산1길","202606~202706","갱신","-","300","37","단독다가구"
"412","서울특별시 노원구 공릉동","2**","8m미만","199.98","월세","202606","25","13,000","2","2017","공릉로38길","202607~202807","갱신","-","13,000","0","단독다가구"
"413","서울특별시 광진구 구의동","6**","8m미만","40.00","월세","202606","25","1,000","68","1989","자양로23가길","202607~202806","갱신","사용","1,000","65","단독다가구"
"414","경기도 화성시 만세구 서신면 사곶리","5**","12m미만","49.00","전세","202606","25","12,600","0","2015","해운로","202607~202807","갱신","사용","12,000","0","단독다가구"
"415","경기도 남양주시 별내동","1***","12m미만","40.00","월세","202606","25","10,000","22","2013","별내중앙로58번길","202607~202807","갱신","-","10,000","18","단독다가구"
"416","서울특별시 송파구 잠실동","2**","8m미만","20.00","월세","202606","25","500","55","1993","석촌호수로12길","202608~202808","갱신","-","500","50","단독다가구"
"417","서울특별시 동작구 상도동","2**","8m미만","48.68","월세","202606","25","5,000","40","","양녕로22라길","202607~202608","갱신","사용","5,000","40","단독다가구"
"418","서울특별시 도봉구 창동","4**","12m미만","71.00","월세","202606","25","4,000","70","1982","우이천로8길","202606~202806","갱신","사용","6,000","50","단독다가구"
"419","서울특별시 강북구 수유동","4**","8m미만","40.00","월세","202606","25","600","35","1970","인수봉로38가길","202607~202707","갱신","-","30","35","단독다가구"
"420","경기도 하남시 덕풍동","3**","8m미만","49.20","월세","202606","25","13,000","10","1982","하남대로833번길","202608~202808","갱신","사용","13,000","10","단독다가구"
"421","서울특별시 종로구 팔판동","1**","8m미만","32.53","전세","202606","25","21,000","0","","삼청로","202606~202806","갱신","-","19,500","0","단독다가구"
"422","경기도 용인시 수지구 풍덕천동","6**","25m미만","52.51","월세","202606","25","13,000","15","1996","문인로13번길","202607~202807","갱신","사용","13,000","0","단독다가구"
"423","서울특별시 성동구 성수동2가","2**","8m미만","40.00","월세","202606","25","3,000","15","1975","둘레길","202606~202806","갱신","-","3,000","12","단독다가구"
"424","서울특별시 광진구 화양동","3*","8m미만","20.00","월세","202606","25","1,000","58","","아차산로23길","202607~202807","갱신","-","1,000","55","단독다가구"
"425","서울특별시 성동구 성수동2가","2**","8m미만","20.00","월세","202606","25","1,500","18","","둘레길","202606~202806","갱신","-","1,500","17","단독다가구"
"426","경기도 부천시 소사구 옥길동","7**","12m미만","57.00","전세","202606","25","18,900","0","2016","양지로184번길","202606~202806","갱신","사용","18,000","0","단독다가구"
"427","서울특별시 중랑구 면목동","3**","8m미만","75.51","전세","202606","25","25,000","0","2004","면목로21길","202607~202807","갱신","-","18,000","0","단독다가구"
"428","서울특별시 서초구 서초동","1***","8m미만","50.00","월세","202606","25","21,100","25","1992","명달로8길","202606~202806","갱신","-","20,100","20","단독다가구"
"429","전남광주통합특별시 북구 두암동","8**","12m미만","52.51","월세","202606","25","3,000","30","","서방로148번길","202606~202806","갱신","-","3,000","30","단독다가구"
"430","경기도 성남시 수정구 고등동","5**","12m미만","55.39","월세","202606","25","20,000","65","2020","고등로2길","202607~202807","갱신","사용","20,000","50","단독다가구"
"431","서울특별시 광진구 능동","2**","8m미만","18.00","월세","202606","25","500","60","2017","천호대로110길","202606~202706","갱신","-","500","55","단독다가구"
"432","경기도 광명시 하안동","6**","8m미만","24.00","월세","202606","25","500","30","1992","안재로10번길","202606~202806","갱신","-","500","30","단독다가구"
"433","서울특별시 광진구 중곡동","4*","8m미만","57.52","전세","202606","25","17,350","0","1980","긴고랑로16길","202607~202807","갱신","-","16,530","0","단독다가구"
"434","서울특별시 동대문구 답십리동","3*","8m미만","25.19","전세","202606","25","12,000","0","2001","답십리로48나길","202608~202808","갱신","사용","12,000","0","단독다가구"
"435","인천광역시 남동구 논현동","5**","12m미만","100.00","전세","202606","25","30,000","0","2019","은봉로225번길","202607~202806","갱신","-","30,000","0","단독다가구"
"436","경기도 구리시 갈매동","5**","12m미만","60.00","월세","202606","25","5,000","80","2017","갈매순환로204번길","202607~202807","갱신","사용","5,000","80","단독다가구"
"437","경기도 광주시 신현동","5**","8m미만","40.00","전세","202606","25","5,000","0","2013","새말길","202606~202806","갱신","-","7,000","0","단독다가구"
"438","서울특별시 관악구 봉천동","1***","8m미만","36.36","월세","202606","25","7,000","15","1991","인헌3나길","202607~202807","갱신","-","7,000","10","단독다가구"
"439","서울특별시 광진구 구의동","2**","8m미만","36.00","전세","202606","25","17,500","0","1997","아차산로53길","202606~202806","갱신","-","16,500","0","단독다가구"
"440","인천광역시 서해구 청라동","1**","12m미만","66.61","월세","202606","25","5,300","50","2017","청라루비로144번길","202606~202806","갱신","-","5,000","50","단독다가구"
"441","인천광역시 서해구 검암동","6**","12m미만","27.00","월세","202606","25","2,000","30","2010","승학로472번길","202607~202707","갱신","사용","2,000","30","단독다가구"
"442","울산광역시 중구 태화동","4**","12m미만","68.04","월세","202606","25","2,000","56","2013","신기9길","202606~202706","갱신","-","2,000","55","단독다가구"
"443","서울특별시 광진구 자양동","5**","8m미만","56.94","전세","202606","25","16,000","0","1986","뚝섬로27길","202606~202806","갱신","-","15,000","0","단독다가구"
"444","충청북도 청주시 흥덕구 봉명동","8**","12m미만","20.00","월세","202606","25","500","60","2023","봉명로191번길","202609~202708","갱신","-","500","60","단독다가구"
"445","서울특별시 용산구 보광동","2**","8m미만","33.00","전세","202606","25","8,500","0","1996","보광로25길","202606~202806","갱신","-","8,350","0","단독다가구"
"446","경기도 평택시 고덕동","1***","12m미만","39.61","월세","202606","25","1,000","75","","고덕갈평8길","202607~202701","갱신","-","1,000","70","단독다가구"
"447","충청남도 당진시 송산면 유곡리","3**","8m미만","45.00","월세","202606","25","2,500","20","2012","벌띠들길","202606~202806","갱신","-","200","38","단독다가구"
"448","전북특별자치도 전주시 완산구 효자동3가","1***","12m미만","45.00","월세","202606","25","300","35","2014","배학4길","202606~202706","갱신","-","300","35","단독다가구"
"449","경기도 광주시 신현동","7**","8m미만","25.00","월세","202606","25","1,000","42","2011","신현로","202606~202806","갱신","-","1,000","39","단독다가구"
"450","서울특별시 서대문구 충정로3가","1**","8m미만","16.70","월세","202606","25","1,000","57","2016","충정로7길","202609~202708","갱신","-","1,000","57","단독다가구"
"451","서울특별시 영등포구 영등포동8가","4*","8m미만","40.00","월세","202606","25","12,000","64","2019","국회대로53길","202606~202612","갱신","-","26,250","5","단독다가구"
"452","경기도 용인시 처인구 유방동","5**","8m미만","63.10","전세","202606","25","16,000","0","1979","백옥대로","202608~202808","갱신","-","12,000","0","단독다가구"
"453","경기도 양주시 옥정동","1***","12m미만","23.00","월세","202606","25","500","45","2019","옥정동로5라길","202609~202808","갱신","사용","500","45","단독다가구"
"454","경기도 성남시 분당구 정자동","7*","8m미만","25.00","월세","202606","25","1,000","60","2002","황새울로116번길","202608~202808","갱신","-","1,000","53","단독다가구"
"455","경기도 평택시 동삭동","7**","25m미만","43.00","월세","202606","25","300","75","2015","서재6길","202606~202706","갱신","-","300","65","단독다가구"
"456","경상남도 창녕군 창녕읍 말흘리","7**","12m미만","23.92","월세","202606","25","500","38","2019","남창녕로","202607~202806","갱신","-","500","38","단독다가구"
"457","서울특별시 광진구 중곡동","3**","8m미만","40.00","전세","202606","25","7,000","0","","능동로44길","202607~202807","갱신","-","7,000","0","단독다가구"
"458","대전광역시 서구 괴정동","7*","12m미만","35.01","월세","202606","25","500","50","2017","갈마로211번길","202607~202711","갱신","-","500","50","단독다가구"
"459","경기도 광주시 신현동","4**","8m미만","44.96","전세","202606","25","12,000","0","2013","새말길152번길","202607~202707","갱신","-","12,000","0","단독다가구"
"460","경기도 수원시 권선구 세류동","1**","8m미만","60.81","전세","202606","25","10,000","0","1989","권선로580번길","202609~202809","갱신","사용","10,000","0","단독다가구"
"461","대전광역시 서구 괴정동","1**","8m미만","35.01","월세","202606","25","500","50","2021","갈마로197번길","202607~202709","갱신","-","500","50","단독다가구"
"462","서울특별시 강서구 등촌동","5**","8m미만","36.98","전세","202606","25","8,000","0","1992","등촌로35가길","202607~202807","갱신","-","7,500","0","단독다가구"
"463","서울특별시 강동구 고덕동","6**","12m미만","107.14","전세","202606","25","31,500","0","1985","아리수로64길","202607~202807","갱신","-","30,000","0","단독다가구"
"464","경기도 성남시 중원구 도촌동","5**","25m미만","89.79","월세","202606","25","2,000","135","2008","도촌로","202606~202805","갱신","-","3,000","130","단독다가구"
"465","서울특별시 송파구 송파동","9*","8m미만","51.02","전세","202606","25","18,200","0","1996","송파대로40길","202609~202809","갱신","-","17,325","0","단독다가구"
"466","서울특별시 양천구 신정동","9**","8m미만","30.00","월세","202606","25","3,500","30","1991","오목로32길","202606~202806","갱신","-","2,500","25","단독다가구"
"467","서울특별시 강서구 화곡동","1***","12m미만","40.00","월세","202606","25","3,000","57","1997","화곡로24길","202606~202806","갱신","-","3,000","50","단독다가구"
"468","서울특별시 용산구 한강로3가","4*","8m미만","67.10","월세","202606","25","2,000","37","1958","이촌로37길","202607~202807","갱신","사용","2,000","37","단독다가구"
"469","경기도 고양시 덕양구 삼송동","2**","12m미만","53.00","월세","202606","25","4,000","70","2016","세솔로","202607~202807","갱신","-","4,000","65","단독다가구"
"470","서울특별시 금천구 시흥동","8**","8m미만","73.02","월세","202606","25","5,000","50","1993","독산로24길","202606~202806","갱신","-","3,000","50","단독다가구"
